acc	organisms	technology	platforms	samples
SRP035316	HOMO_SAPIENS,HUMAN_IMMUNODEFICIENCY_VIRUS_1	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP105597	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500	NA
SRP064820	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2650081,SRR2650080
SRP045391	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP052896	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP049004	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP069177	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP061880	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP065305	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2827443,SRR2827442,SRR2827441,SRR2827440,SRR2827439,SRR2827438,SRR2827437,SRR2827436,SRR2827435,SRR2827434,SRR2827433,SRR2827432,SRR2827431,SRR2827430,SRR2827429,SRR2827428,SRR2827427,SRR2827426,SRR2827425,SRR2827424,SRR2827423,SRR2827422
SRP049237	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1622978,SRR1622977,SRR1622976,SRR1622975,SRR1622974,SRR1622973
SRP042286	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP048811	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1609870,SRR1609869,SRR1609868,SRR1609867,SRR1609866,SRR1609865,SRR1609864,SRR1609863
SRP066534	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP071170	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP061888	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2138388,SRR2138387,SRR2138386,SRR2138385,SRR2138384,SRR2138383,SRR2138382,SRR2138381
SRP047124	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII	SRR1575099
SRP033502	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II	SRR1042897,SRR1042896,SRR1042895,SRR1042894,SRR1042893
DRP001220	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1000	DRR014114
SRP041656	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	NA
SRP065268	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	NextSeq 500	NA
SRP059057	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2050465,SRR2050464,SRR2050463,SRR2050462,SRR2050461,SRR2050460,SRR2050459,SRR2050458,SRR2050457,SRR2050456,SRR2050455,SRR2050454,SRR2050453,SRR2050452,SRR2050451,SRR2050450,SRR2050449,SRR2050448,SRR2050447,SRR2050446,SRR2050445,SRR2050444,SRR2050443,SRR2050442,SRR2050441,SRR2050440,SRR2050439,SRR2050438,SRR2050437,SRR2050436,SRR2050435,SRR2050434,SRR2050433,SRR2050432,SRR2050431,SRR2050430,SRR2050429,SRR2050428,SRR2050427,SRR2050426,SRR2050425,SRR2050424,SRR2050423,SRR2050422,SRR2050421,SRR2050420,SRR2050419,SRR2050418,SRR2050417,SRR2050416,SRR2050415,SRR2050414,SRR2050413,SRR2050412,SRR2050411,SRR2050410,SRR2050409,SRR2050408,SRR2050407,SRR2050406,SRR2050405,SRR2050404,SRR2050403,SRR2050402,SRR2050401,SRR2050400,SRR2050399,SRR2050398,SRR2050397,SRR2050396,SRR2050395,SRR2050394,SRR2050393,SRR2050392
SRP067186	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP057794	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2001848,SRR2001847,SRR2001846,SRR2001845,SRR2001844,SRR2001843,SRR2001842,SRR2001841,SRR2001840,SRR2001839,SRR2001838,SRR2001837
SRP064610	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
SRP041008	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP038753	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	NA
SRP051369	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
ERP001948	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP035464	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1120410,SRR1120409
SRP065865	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2927773,SRR2927772,SRR2927771,SRR2927770,SRR2927769,SRR2927768,SRR2927767,SRR2927766,SRR2927765,SRR2927764,SRR2927763,SRR2927762,SRR2927761,SRR2927760,SRR2927759,SRR2927758,SRR2927757,SRR2927756,SRR2927755,SRR2927754,SRR2927753,SRR2927752,SRR2927751,SRR2927750,SRR2927749,SRR2927748,SRR2927747,SRR2927746,SRR2927745,SRR2927744
SRP058722	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP071331	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP000959	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer IIx	NA
SRP056923	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP065678	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2891505,SRR2891504,SRR2891503,SRR2891502,SRR2891501,SRR2891500,SRR2891499,SRR2891498,SRR2891497,SRR2891496,SRR2891495,SRR2891494
SRP043368	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1424756,SRR1424755,SRR1424754,SRR1424753,SRR1424752,SRR1424751,SRR1424750,SRR1424749,SRR1424748,SRR1424747,SRR1424746,SRR1424745,SRR1424744,SRR1424743,SRR1424742,SRR1424741,SRR1424740,SRR1424739,SRR1424738,SRR1424737,SRR1424736,SRR1424735,SRR1424734,SRR1424733,SRR1424732,SRR1424731
ERP012768	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq1500,Illumina HiSeq 1500	NA
SRP059363	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2060179,SRR2060178,SRR2060177,SRR2060176,SRR2060175,SRR2060174,SRR2060173,SRR2060172,SRR2060171,SRR2060170,SRR2060169,SRR2060168,SRR2060167,SRR2060166,SRR2060165,SRR2060164,SRR2060163,SRR2060162,SRR2060161,SRR2060160,SRR2060159,SRR2060158,SRR2060157,SRR2060156,SRR2060155,SRR2060154,SRR2060153,SRR2060152,SRR2060151,SRR2060150,SRR2060149,SRR2060148,SRR2060147,SRR2060146,SRR2060145,SRR2060144,SRR2060143,SRR2060142,SRR2060141,SRR2060140,SRR2060139,SRR2060138,SRR2060137,SRR2060136
SRP062068	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2146414,SRR2146413,SRR2146412,SRR2146411,SRR2146410,SRR2146409,SRR2146408
SRP046254	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP047192	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP045573	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	NA
SRP041594	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR1266876
SRP049676	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	NA
SRP059643	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx,NextSeq 500,NextSeq500	NA
SRP055153	HOMO_SAPIENS	RNA-SEQ	NextSeq500,IlluminaHiSeq2500,Illumina HiSeq 2500,NextSeq 500	SRR1818435,SRR1818434,SRR1810752,SRR1810751,SRR1810750,SRR1810749,SRR1810748,SRR1810747,SRR1810746,SRR1810745,SRR1810744,SRR1810743,SRR1810742,SRR1810741,SRR1810740,SRR1810739,SRR1810738,SRR1810737,SRR1810736,SRR1810735,SRR1810734,SRR1810733,SRR1810732,SRR1810731,SRR1810730,SRR1810729,SRR1810728,SRR1810727,SRR1810726,SRR1810725,SRR1810724,SRR1810723,SRR1810722,SRR1810721,SRR1810720,SRR1810719,SRR1810718,SRR1810717,SRR1810716,SRR1810715,SRR1810714,SRR1810713,SRR1810712,SRR1810711,SRR1810710,SRR1810709,SRR1810708,SRR1810707,SRR1810706,SRR1810705,SRR1810704,SRR1810703,SRR1810702,SRR1810701,SRR1810700,SRR1810699,SRR1810698,SRR1810697,SRR1810696,SRR1810695,SRR1810694,SRR1810693,SRR1810692,SRR1810691,SRR1810690,SRR1810689,SRR1810688,SRR1810687,SRR1810686,SRR1810685,SRR1810684,SRR1810683,SRR1810682,SRR1810681,SRR1810680,SRR1810679,SRR1810678,SRR1810677,SRR1810676,SRR1810675,SRR1810674,SRR1810673,SRR1810672,SRR1810671,SRR1810670,SRR1810669,SRR1810668,SRR1810667,SRR1810666,SRR1810665,SRR1810664,SRR1810663,SRR1810662,SRR1810661,SRR1810660,SRR1810659,SRR1810658,SRR1810657
SRP042043	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
SRP045352	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP069100	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP041793	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1275494,SRR1275493,SRR1275492,SRR1275491,SRR1275490,SRR1275489
SRP038863	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP012748	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR1059206,ERR1059205,ERR1059204,ERR1059203,ERR1059202,ERR1059201,ERR1059200,ERR1059199,ERR1059198,ERR1059197,ERR1059196,ERR1059195,ERR1059190,ERR1059189,ERR1059188,ERR1059187,ERR1059186,ERR1059185,ERR1059184,ERR1059183,ERR1059182,ERR1059181,ERR1059180,ERR1056309
SRP069052	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3133631,SRR3133630,SRR3133629,SRR3133628,SRR3133627,SRR3133626,SRR3133625,SRR3133624,SRR3133623,SRR3133622,SRR3133621,SRR3133620,SRR3133619,SRR3133618,SRR3133617,SRR3133616,SRR3133615,SRR3133614,SRR3133613,SRR3133612,SRR3133611,SRR3133610,SRR3133609,SRR3133608,SRR3133607,SRR3133606,SRR3133605,SRR3133604,SRR3133603,SRR3133602,SRR3133601,SRR3133600,SRR3133599,SRR3133598,SRR3133597,SRR3133596,SRR3133595,SRR3133594,SRR3133593,SRR3133592,SRR3133591,SRR3133590,SRR3133589,SRR3133588,SRR3133587,SRR3133586,SRR3133585,SRR3133584,SRR3133583,SRR3133582,SRR3133581,SRR3133580,SRR3133579,SRR3133578,SRR3133577,SRR3133576,SRR3133575,SRR3133574,SRR3133573,SRR3133572,SRR3133571,SRR3133570,SRR3133569,SRR3133568,SRR3133567,SRR3133566,SRR3133565,SRR3133564,SRR3133563,SRR3133562,SRR3133561,SRR3133560,SRR3133559
SRP045711	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP056832	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP064847	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2658068,SRR2658067,SRR2658066,SRR2658065,SRR2658064,SRR2658063,SRR2658062,SRR2658061,SRR2658060,SRR2658059,SRR2658058,SRR2658057,SRR2658056,SRR2658055,SRR2658054,SRR2658053
SRP049462	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP022280	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR2225259,ERR2225258,ERR2225257,ERR2225256
SRP063416	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2311351,SRR2311119,SRR2310889,SRR2310888,SRR2310879,SRR2310596,SRR2296837
ERP004352	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR375874,ERR375873,ERR375872
SRP061932	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2141381,SRR2141380,SRR2141379,SRR2141378,SRR2141377,SRR2141376,SRR2141375,SRR2141374,SRR2141373,SRR2141372,SRR2141371,SRR2141370
SRP045985	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP071547	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	SRR3214348,SRR3214347,SRR3214346,SRR3214345,SRR3214344,SRR3214343,SRR3214342,SRR3214341,SRR3214340,SRR3214339,SRR3214338,SRR3214337,SRR3214336,SRR3214335,SRR3214334,SRR3214333,SRR3214332,SRR3214331,SRR3214330,SRR3214329,SRR3214328,SRR3214327,SRR3214326,SRR3214325,SRR3214324,SRR3214323,SRR3214322,SRR3214321,SRR3214320,SRR3214319,SRR3214318,SRR3214317,SRR3214316,SRR3214315,SRR3214314,SRR3214313,SRR3214312,SRR3214311,SRR3214310,SRR3214309,SRR3214308,SRR3214307,SRR3214306,SRR3214305,SRR3214304,SRR3214303,SRR3214302,SRR3214301,SRR3214300,SRR3214299,SRR3214298,SRR3214297,SRR3214296,SRR3214295,SRR3214294,SRR3214293,SRR3214292,SRR3214291,SRR3214290,SRR3214289,SRR3214288,SRR3214287,SRR3214286,SRR3214285,SRR3214284,SRR3214283,SRR3214282,SRR3214281,SRR3214280,SRR3214279,SRR3214278,SRR3214277,SRR3214276,SRR3214275,SRR3214274,SRR3214273,SRR3214272,SRR3214271,SRR3214270,SRR3214269,SRR3214268,SRR3214267,SRR3214266,SRR3214265,SRR3214264,SRR3214263,SRR3214262,SRR3214261,SRR3214260,SRR3214259,SRR3214258,SRR3214257,SRR3214256,SRR3214255,SRR3214254,SRR3214253
ERP004684	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP057745	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2000470,SRR2000469,SRR2000468,SRR2000467,SRR2000466,SRR2000465,SRR2000464,SRR2000463,SRR2000462,SRR2000461,SRR2000460,SRR2000459,SRR2000458
SRP059642	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2070005,SRR2070004,SRR2070003,SRR2070002,SRR2069974,SRR2069973,SRR2069972,SRR2069971
SRP032922	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP049450	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP058244	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer IIx	NA
SRP032455	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP053043	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1784093,SRR1784092,SRR1784091,SRR1784090
SRP064329	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2537317,SRR2537316,SRR2537315,SRR2537314,SRR2537313,SRR2537312,SRR2537311,SRR2537310,SRR2537309,SRR2537308,SRR2537307,SRR2537306,SRR2537305,SRR2537304,SRR2537303,SRR2537302,SRR2537301,SRR2537300,SRR2537299,SRR2537298,SRR2537297,SRR2537296
SRP066012	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2932256,SRR2932255,SRR2932254,SRR2932253,SRR2932252,SRR2932251,SRR2932250,SRR2932249,SRR2932248,SRR2932247,SRR2932246,SRR2932245,SRR2932244,SRR2932243,SRR2932242,SRR2932241,SRR2932240,SRR2932239,SRR2932238,SRR2932237
SRP045425	HOMO_SAPIENS,HOMO_SAPIENS_X_MUS_MUSCULUS_HYBRID_CELL_LINE	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP006676	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	NA
SRP041788	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP045481	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP040275	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP069229	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2000	SRR3141652,SRR3141651,SRR3141650,SRR3141649,SRR3141648,SRR3141647
SRP002347	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	NA
SRP037969	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP063581	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP058036	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP036843	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP060234	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2084810,SRR2084809,SRR2084808,SRR2084807
SRP067492	HOMO_SAPIENS	RNA-SEQ	HiSeqXTen,Illumina HiSeq 2500	NA
DRP001150	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP003611	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	NA
SRP055538	HOMO_SAPIENS	RNA-SEQ	IonTorrentProton,Ion Torrent Proton	SRR1819922,SRR1819921,SRR1819920,SRR1819919,SRR1819918,SRR1819917,SRR1819916,SRR1819915,SRR1819914,SRR1819913,SRR1819912,SRR1819911,SRR1819910,SRR1819909,SRR1819908,SRR1819907,SRR1819906,SRR1819905
SRP050534	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP055392	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1812766,SRR1812765,SRR1812764,SRR1812763,SRR1812762,SRR1812761
SRP064527	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2567464,SRR2567463,SRR2567462,SRR2567461,SRR2567460,SRR2567459
SRP068424	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR5330996,SRR5330995,SRR5330994,SRR5330993,SRR5330992,SRR5330991,SRR5330990,SRR5330989,SRR5330988,SRR5330987,SRR5330986,SRR5330985,SRR5330984,SRR5330983,SRR5330982,SRR5330981,SRR5330980,SRR5330979,SRR3104443,SRR3104442,SRR3104441,SRR3104440,SRR3104439,SRR3104438,SRR3104437,SRR3104436,SRR3104435,SRR3104434,SRR3104433,SRR3104432,SRR3104202,SRR3104141,SRR3104061,SRR3104055,SRR3103799,SRR3103798,SRR3103797,SRR3103324,SRR3103323,SRR3103213,SRR3103023,SRR3103020,SRR3103004,SRR3102985,SRR3102959,SRR3102935,SRR3102931,SRR3102916,SRR3102905,SRR3102903,SRR3102850,SRR3102774,SRR3101793,SRR3101611,SRR3101552,SRR3100311
SRP050497	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1692142,SRR1692141,SRR1692140,SRR1692139,SRR1692138,SRR1692137
SRP057708	HOMO_SAPIENS	RNA-SEQ	IonTorrentProton,Ion Torrent Proton	SRR1999315,SRR1999314,SRR1999313,SRR1999312,SRR1999311,SRR1999310,SRR1999309,SRR1999308,SRR1999307,SRR1999306,SRR1999305,SRR1999304,SRR1999303,SRR1999302,SRR1999301,SRR1999300
SRP045308	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	NA
SRP061972	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2142322,SRR2142321,SRR2142320,SRR2142319,SRR2142318,SRR2142317,SRR2142316,SRR2142315,SRR2142314
ERP105175	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq4000	ERR2193537
DRP004433	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	DRR068666,DRR068665,DRR068664,DRR068663,DRR068662,DRR068661
SRP056109	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP003483	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II,IlluminaGenomeAnalyzerII,454GSFLX	NA
SRP059327	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP047407	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1583699,SRR1583698,SRR1583697,SRR1583696,SRR1583695,SRR1583694,SRR1583693,SRR1583692,SRR1583691,SRR1583690,SRR1583689,SRR1583688,SRR1583687,SRR1583686,SRR1583685
SRP038964	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP041338	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP045785	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
ERP110448	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR2743210,ERR2743209,ERR2743208,ERR2743207,ERR2743206,ERR2743205,ERR2743204,ERR2743203,ERR2743202,ERR2743201,ERR2743200,ERR2743199,ERR2743198,ERR2743197,ERR2743196,ERR2743195,ERR2743194,ERR2743193
SRP064541	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx	SRR2568168
ERP010003	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR833258,ERR833257,ERR833256,ERR833255,ERR833254,ERR833253,ERR833252,ERR833251,ERR833250,ERR833249,ERR833248,ERR833247,ERR833246,ERR833245,ERR833244,ERR833243,ERR833242,ERR833241,ERR833240,ERR833239,ERR833238,ERR833237,ERR833236,ERR833235,ERR833234,ERR833233,ERR833232,ERR833231,ERR833230,ERR833229,ERR833228,ERR833227,ERR833226,ERR833225,ERR833224,ERR833223,ERR833222,ERR833221,ERR833220,ERR833219
SRP001462	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II	SRR030772,SRR030771,SRR030770,SRR030769
SRP006726	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	SRR201986,SRR201985,SRR201984,SRR201983
SRP067878	MUS_MUSCULUS,HOMO_SAPIENS,MIXED_SAMPLE	RNA-SEQ	NextSeq 500,NextSeq500	NA
SRP059695	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2071727,SRR2071726,SRR2071725,SRR2071724,SRR2071723,SRR2071722,SRR2071721,SRR2071720,SRR2071719,SRR2071718,SRR2071717,SRR2071716
SRP064418	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP063667	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzer,Illumina Genome Analyzer II,IlluminaGenomeAnalyzerII	SRR2393289,SRR2393288,SRR2393287,SRR2393286,SRR2393280,SRR2393279,SRR2393219,SRR2393023,SRR2392988,SRR2392987
SRP064825	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR2651089,SRR2651088,SRR2651087,SRR2651086
SRP049769	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
SRP034017	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	NA
SRP043426	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1425936,SRR1425935,SRR1425934,SRR1425933,SRR1425932,SRR1425931
SRP049264	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP043123	HOMO_SAPIENS	RNA-SEQ	Ion Torrent Proton	SRR1379793,SRR1379792,SRR1379791,SRR1379790,SRR1379729
SRP055067	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1805694,SRR1805693,SRR1805692,SRR1805691
SRP058342	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina HiSeq 2000,Illumina Genome Analyzer IIx	SRR2025342,SRR2025341,SRR2025340,SRR2025339
SRP049510	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1640047,SRR1640046,SRR1640045,SRR1640044
SRP042937	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP071197	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP057074	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1964906,SRR1964905,SRR1964904,SRR1964903,SRR1964902,SRR1964901,SRR1964900,SRR1964899,SRR1964898,SRR1964897,SRR1964896,SRR1964895,SRR1964894,SRR1964893,SRR1964892,SRR1964891,SRR1964890,SRR1964889,SRR1964888,SRR1964887
ERP013870	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR1212565,ERR1212564,ERR1212563,ERR1212562,ERR1212561,ERR1212560,ERR1212559,ERR1212558,ERR1212557,ERR1212556,ERR1212555,ERR1212554
SRP067184	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2984014,SRR2984013,SRR2984012,SRR2984011,SRR2984010,SRR2984009,SRR2984008,SRR2984007,SRR2984006,SRR2984005,SRR2984004,SRR2984003
SRP066008	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
